contig,nsnp,ndel,nins,N,position,sample
GFP_BAR_010,0.0,0.0,4.0,2623.0,106,TK6_WT_1h_BR0
GFP_BAR_010,1.0,0.0,0.0,2623.0,107,TK6_WT_1h_BR0
GFP_BAR_010,1.0,2.0,0.0,2623.0,108,TK6_WT_1h_BR0
GFP_BAR_010,4.0,1.0,0.0,2623.0,109,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,110,TK6_WT_1h_BR0
GFP_BAR_010,1.0,0.0,0.0,2623.0,111,TK6_WT_1h_BR0
GFP_BAR_010,2.0,0.0,0.0,2623.0,112,TK6_WT_1h_BR0
GFP_BAR_010,1.0,0.0,0.0,2623.0,113,TK6_WT_1h_BR0
GFP_BAR_010,3.0,0.0,0.0,2623.0,114,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,115,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,116,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,117,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,118,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,119,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,120,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,121,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,122,TK6_WT_1h_BR0
GFP_BAR_010,3.0,0.0,0.0,2623.0,123,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,124,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,125,TK6_WT_1h_BR0
GFP_BAR_010,1.0,0.0,0.0,2623.0,126,TK6_WT_1h_BR0
GFP_BAR_010,1.0,0.0,0.0,2623.0,127,TK6_WT_1h_BR0
GFP_BAR_010,0.0,0.0,0.0,2623.0,128,TK6_WT_1h_BR0
GFP_BAR_010,1.0,0.0,0.0,2623.0,129,TK6_WT_1h_BR0
GFP_BAR_003,2.0,0.0,0.0,2333.0,1,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,2,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,3,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,4,TK6_WT_1h_BR0
GFP_BAR_003,4.0,0.0,0.0,2333.0,5,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,6,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,7,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,8,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,9,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,10,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,11,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,12,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,13,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,14,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,15,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,16,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,17,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,18,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,19,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,20,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,21,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,22,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,23,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,24,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,25,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,26,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,27,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,28,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,29,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,30,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,31,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,32,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,33,TK6_WT_1h_BR0
GFP_BAR_003,2.0,0.0,0.0,2333.0,34,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,35,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,36,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,37,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,38,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,39,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,40,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,41,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,42,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,43,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,44,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,45,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,46,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,47,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,48,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,49,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,50,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,51,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,52,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,53,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,54,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,55,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,56,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,57,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,58,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,59,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,60,TK6_WT_1h_BR0
GFP_BAR_003,0.0,1.0,0.0,2333.0,61,TK6_WT_1h_BR0
GFP_BAR_003,1.0,1.0,0.0,2333.0,62,TK6_WT_1h_BR0
GFP_BAR_003,89.0,0.0,0.0,2333.0,63,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,64,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,65,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,66,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,67,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,2.0,2333.0,68,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,69,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,70,TK6_WT_1h_BR0
GFP_BAR_003,1.0,1.0,0.0,2333.0,71,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,72,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,73,TK6_WT_1h_BR0
GFP_BAR_003,8.0,0.0,0.0,2333.0,74,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,75,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,76,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,77,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,78,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,79,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,80,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,81,TK6_WT_1h_BR0
GFP_BAR_003,24.0,0.0,0.0,2333.0,82,TK6_WT_1h_BR0
GFP_BAR_003,6.0,0.0,0.0,2333.0,83,TK6_WT_1h_BR0
GFP_BAR_003,15.0,0.0,0.0,2333.0,84,TK6_WT_1h_BR0
GFP_BAR_003,44.0,0.0,0.0,2333.0,85,TK6_WT_1h_BR0
GFP_BAR_003,19.0,0.0,0.0,2333.0,86,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,87,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,88,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,89,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,90,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,91,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,92,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,93,TK6_WT_1h_BR0
GFP_BAR_003,2.0,0.0,0.0,2333.0,94,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,95,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,96,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,97,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,98,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,99,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,100,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,101,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,102,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,103,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,104,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,105,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,9.0,2333.0,106,TK6_WT_1h_BR0
GFP_BAR_003,3.0,0.0,0.0,2333.0,107,TK6_WT_1h_BR0
GFP_BAR_003,2.0,8.0,0.0,2333.0,108,TK6_WT_1h_BR0
GFP_BAR_003,3.0,3.0,0.0,2333.0,109,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,110,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,111,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,112,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,113,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,114,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,115,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,116,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,117,TK6_WT_1h_BR0
GFP_BAR_003,1.0,0.0,0.0,2333.0,118,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,119,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,120,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,121,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,122,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,123,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,124,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,125,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,126,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,127,TK6_WT_1h_BR0
GFP_BAR_003,2.0,0.0,0.0,2333.0,128,TK6_WT_1h_BR0
GFP_BAR_003,0.0,0.0,0.0,2333.0,129,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,1,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,2,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,3,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,4,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,5,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,6,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,7,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,8,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,9,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,10,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,11,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,12,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,13,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,14,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,15,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,16,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,17,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,18,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,19,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,20,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,21,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,22,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,23,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,24,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,25,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,26,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,27,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,28,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,29,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,30,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,31,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,32,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,33,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,34,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,35,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,36,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,37,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,38,TK6_WT_1h_BR0
GFP_BAR_004,1.0,0.0,0.0,44.0,39,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,40,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,41,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,42,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,43,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,44,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,45,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,46,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,47,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,48,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,49,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,50,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,51,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,52,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,53,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,54,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,55,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,56,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,57,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,58,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,59,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,60,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,61,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,62,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,63,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,64,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,65,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,66,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,67,TK6_WT_1h_BR0
GFP_BAR_004,0.0,0.0,0.0,44.0,68,TK6_WT_1h_BR0
